"question","expected_answer","generated_answer","BLEU","ROUGE-1","ROUGE-L","Semantic Similarity","NLI_RESULT","Contradiction","Neutral","Entailment","METEOR","BERT_F1","F1_SCORE"
"What is Cognite Data Fusion (CDF)?","CDF is a platform that integrates and contextualizes industrial data for improved operations and decision-making.","CDF is a cloud-based industrial DataOps platform that supports the digital transformation of heavy-asset industries.
","0.08609583710384033","0.3636363636363636","0.3636363636363636","0.8525049686431885","neutral","0.000823459355160594","0.9956498742103577","0.003526703454554081","0.375","0.4855","0.4138"
"What significant funding has Lightricks received and what is its valuation?","Lightricks has received funding from Viola Ventures, Insight Venture Partners, ClalTech, and Goldman Sachs. As of 2021, its valuation is $1.8 billion.","- 2015: $10 million led by Viola Ventures.
- November 2018: $60 million led by Insight Venture Partners and ClalTech.
- July 2019: $135 million led by Goldman Sachs, Insight Partners and ClalTech; $1 billion valuation.
- September 2021: $100 million primary and $30 million secondary Series D funding; $1.8 billion valuation.
","0.009802862511942349","0.4166666666666667","0.3333333333333333","0.7438293099403381","neutral","0.27362534403800964","0.6893523335456848","0.03702228516340256","0.12","0.2523","0.2105"
"What services does Hopper offer?","Hopper offers flight and hotel booking, price prediction, and travel recommendations.","Flights, hotels, rental cars, and short-term rentals.
","0.018653567503517977","0.3157894736842105","0.3157894736842105","0.5942423343658447","neutral","0.03483760356903076","0.6907028555870056","0.2744596004486084","0.0472","0.2114","0.1176"
"What are Discord bots?","Discord bots are automated programs that add functionality to servers, such as music playback and moderation tools.","Community-made tools to automate tasks.
","0.004874139244068762","0.2608695652173913","0.08695652173913045","0.5647841095924377","entailment","0.006367649883031845","0.4292917847633362","0.5643405914306641","0.0633","0.27","0.0909"
"What are the challenges faced by PharmEasy?","Challenges include regulatory compliance, competition from other online pharmacies, and logistics management.","PharmEasy faced criticism for an advertisement hurting religious sentiments, protests against its merger with Medlife by The South Chemist and Distributors Association (SCDA), and questioning of its positioning as a unified healthtech player.
","0.005648892151960285","0.04444444444444444","0.04444444444444444","0.6309488415718079","neutral","0.017242910340428352","0.9777321219444275","0.005025062710046768","0.0355","0.0742","0.0465"
"What is Discord Nitro?","Discord Nitro is a paid subscription service that offers enhanced features, such as animated avatars, custom emojis, and higher upload limits.","First paid subscription released in January 2017.
Originally released as ""Discord Nitro"", renamed ""Discord Nitro Classic"" in October 2018.
New ""Discord Nitro"" introduced in October 2018, costing $9.99 and included access to free games through the Discord game store.
Free game service ended in October 2019.
","0.011562497201211533","0.20588235294117646","0.1176470588235294","0.7598484754562378","neutral","0.2716253697872162","0.6824817657470703","0.045892875641584396","0.2041","0.1386","0.2456"
"Where is SpaceX headquartered?","SpaceX Starbase near Brownsville, Texas.","SpaceX is headquartered at the SpaceX Starbase near Brownsville, Texas.
","0.392814650900513","0.6666666666666666","0.6666666666666666","0.9247548580169678","entailment","0.019985372200608253","0.10033740848302841","0.8796772360801697","0.9055","0.4951","0.7143"
"What is OneTrust's integration capabilities?","OneTrust integrates with various enterprise systems and applications, enabling seamless data governance and compliance management.","I don't know.
","0.0","0.0","0.0","0.24940942227840424","contradiction","0.7447764873504639","0.1490226536989212","0.10620095580816269","0.0","-0.0425","0.0"
"What is StarkWare's role in the blockchain ecosystem?","StarkWare is a key player in the blockchain ecosystem, providing technology that enables scalable and private blockchain applications.","It develops zero-knowledge proof technology that compresses information to address the scalability problem of the blockchain, and works on the Ethereum platform.
","0.021847844937497602","0.2926829268292683","0.1951219512195122","0.6408716440200806","neutral","0.0019591916352510452","0.9970826506614685","0.0009581595659255981","0.2022","0.3378","0.2162"
"What is Nuro's primary focus?","Nuro's primary focus is on developing autonomous delivery vehicles for local goods transportation.","Autonomous delivery vehicles.
","0.004053348212038093","0.35294117647058826","0.35294117647058826","0.7054977416992188","entailment","0.013305876404047012","0.046043843030929565","0.9406502842903137","0.1563","0.4335","0.25"
"What is SenseTime's role in smart city development?","SenseTime provides AI-powered solutions for urban management, surveillance, and public safety in smart cities.","Deepen collaborations in areas including smart city and digital tourism.
","0.018618937187482525","0.32","0.24","0.5604477524757385","neutral","0.009318843483924866","0.8741875290870667","0.11649362742900848","0.1103","0.2672","0.25"
"What is Alchemy's focus on reliability?","Alchemy focuses on providing highly reliable infrastructure to ensure dApps have consistent and uninterrupted access to blockchain networks.","I don't know.
","0.0","0.0","0.0","0.2427300214767456","contradiction","0.72411048412323","0.171552374958992","0.10433708876371384","0.0","-0.0515","0.0"
"What are the challenges faced by WorldRemit?","Challenges include regulatory compliance, competition from other money transfer services, and managing foreign exchange risk.","The Consumer Financial Protection Bureau found that Chime Inc, a WorldRemit subsidiary which operates Sendwave, had violated the Electronic Fund Transfer Act and the CFPB Remittance Transfer Rule. Some of the specific violations were: The Sendwave user agreement illegally waived consumer's legal protections regarding liability for losses incurred using the app. The speed and cost of transfers were misrepresented. The company promised transfers would happen in seconds, but often took much longer. Transfers to Nigeria were not free as promised. Sendwave failed to disclose correct exchange rates or funds availability. Sendwave did not have policies and procedures to track and investigate remittance transfer errors, it did not properly investigate errors when it was notified. Sendwave sometimes did not provide receipts within the time frame required by the Remittance Transfer Rule.
","0.0018213509029180624","0.0410958904109589","0.0410958904109589","0.5845349431037903","neutral","0.014172429218888283","0.9186493754386902","0.06717825680971146","0.0566","0.0169","0.0541"
"How does CRED ensure user privacy and security?","CRED uses encryption and security measures to protect user data and financial information.","I don't know.
","0.0","0.0","0.0","0.27451008558273315","contradiction","0.8856707215309143","0.08062366396188736","0.03370560705661774","0.0","-0.0411","0.0"
"What are Aurora Innovation's partnerships?","Aurora Innovation has partnerships with major automotive manufacturers and logistics companies to develop and deploy its technology.","- Paccar
- Toyota
- Denso
- Volvo Group
- Fiat Chrysler Automobiles
- FedEx
- Uber
- Nvidia
- Volkswagen
- Hyundai
","0.0","0.0","0.0","0.5682055354118347","neutral","0.2890211343765259","0.6160696744918823","0.0949091911315918","0.0","-0.299","0.0"
"What services does ID.me offer?","ID.me offers identity verification, credentialing, and authentication services.","ID.me offers numerous identity verification products, supplied by third parties.
","0.04939382737115371","0.5","0.5","0.8362935781478882","neutral","0.0008998638950288296","0.9941393136978149","0.004960895515978336","0.3117","0.642","0.3333"
"When was Epic Games founded?","Epic Games was founded in 1991.","1991.
","0.0011981952414407235","0.2857142857142857","0.2857142857142857","0.496689110994339","entailment","0.02545803040266037","0.18042132258415222","0.7941206693649292","0.0909","0.2387","0.2857"
"What are the key features and differences between the PAX vaporizers (PAX 1, 2, 3, Era, Era Pro, Mini, Plus)?","PAX 1 was the initial dry herb vaporizer. PAX 2 had a smaller design. PAX 3 added compatibility for concentrates and a smartphone app. PAX Era was for cannabis oil cartridges, also with app connectivity. Era Pro added features like ExpertTemp and pod memory. PAX Mini is a smaller dry herb vaporizer. PAX Plus has a larger oven and experience modes.","*   **PAX 1:** First dry herb vaporizer by Ploom.
*   **PAX 2:** Smaller design than PAX 1, four pre-determined temperature settings from 360 to 420 °F (182 to 216 °C).
*   **PAX 3:** Dry herb and cannabis concentrate compatibility, improved temperature adjustability, smartphone app connectivity, temperature range from 360 to 420 °F (182 to 216 °C).
*   **PAX Era:** Extract-based vaporizer using PAX Pod cartridges, smartphone app connectivity.
*   **PAX Era Pro:** ExpertTemp technology, pod memory, haptic feedback, UL-certified battery, temperature range from 518 to 788 °F (270 to 420 °C).
*   **PAX Mini:** Released in November 2022, smaller design, larger LED, soft matte finish, rounded edges.
*   **PAX Plus:** Released in November 2022, larger oven capacity, adjustable session volumes, concentrate insert, half-pack oven lid, Experience Modes.
","0.006733890545429719","0.42162162162162165","0.3567567567567567","0.8689339756965637","neutral","0.12842649221420288","0.7073032855987549","0.16427023708820343","0.2363","0.0902","0.2764"
